YB,YB_long,YB_lat,8umphotom,standard error 8,N8,EX8,12umphotom,standard error 12,N12,EX12,24umphotom,standard error 24,N24,EX24,70umphotom,standard error 70,N70,EX70
ID Number,degree,degree,Jy,error,count,excluded count,Jy,error,count,excluded count,Jy,error,count,excluded count,Jy,error,count,excluded count
851,23.60379463,-0.203838855,0.2832,0.0535,6,0,0.2304,0.0215,6,0,2.865,0.1562,6,0,1.6177,0.3571,6,0
852,23.67170115,0.577754534,0.2195,0.0164,6,0,0.0413,0.0043,6,0,0.0892,0.0044,6,0,8.3369,0.1655,6,0
853,23.7027687,-0.196693323,1.3708,0.0644,6,0,0.2252,0.0248,6,0,3.26,0.1739,6,0,77.5827,16.6374,6,0
854,23.70497661,0.164425263,4.4174,0.885,6,0,,,,,,,,,150.059,44.3599,6,0
855,23.70775081,0.185823567,0.3852,0.026,6,0,0.0731,0.0072,4,0,1.6458,0.189,4,0,26.9968,3.1526,6,0
856,23.70987828,0.17087889,4.3963,0.5046,6,0,,,,,,,,,370.5586,14.8611,6,0
857,23.73160032,-0.189169854,0.5099,0.0142,6,0,0.1149,0.0118,6,0,2.1152,0.1511,6,0,26.9487,1.6797,6,0
858,23.73436967,-0.023905299,0.0838,0.025,6,0,0.0624,0.0068,6,0,0.333,0.0252,6,0,8.6075,0.824,6,0
859,23.74016326,-0.016484748,0.1437,0.016,6,0,0.0441,0.0027,6,0,0.3759,0.0158,6,0,13.521,0.5144,6,0
860,23.74885831,0.432714515,0.1841,0.0365,6,0,0.0546,0.0089,6,0,0.0933,0.0141,6,0,5.0013,0.1401,6,0
861,23.77046051,0.149446913,0.3602,0.0499,6,0,0.0559,0.0178,6,0,0.246,0.057,6,0,30.7541,1.225,6,0
862,23.82094542,-0.038335074,0.1637,0.0386,6,0,0.0831,0.015,6,0,1.0656,0.1389,6,0,7.8147,0.626,6,0
863,23.82441887,0.135472154,0.8366,0.1151,6,0,0.3726,0.0388,6,0,1.5937,0.0921,6,0,25.7966,2.5593,6,0
864,23.86135201,-0.124952171,1.0475,0.0652,6,0,0.2482,0.0278,6,0,4.0937,0.5276,4,0,77.1898,8.2303,6,0
865,23.87230763,-0.11963368,2.3743,0.1624,6,0,0.3595,0.1956,6,0,,,,,84.1042,4.257,6,0
866,23.87422502,-0.112360853,1.0271,0.0494,6,0,0.1312,0.0095,6,0,1.5324,0.0,1,0,22.5436,1.7364,6,0
867,23.88045976,-0.351095169,7.824,0.4107,6,0,2.3361,0.155,6,0,5.5078,0.1282,6,0,135.8528,9.3234,6,0
868,23.89810686,0.064906261,1.2234,0.1872,6,0,0.5685,0.041,6,0,,,,,164.4397,9.7052,6,0
869,23.90020709,0.074820148,0.5218,0.0285,6,0,0.1204,0.0068,6,0,0.7193,0.0127,4,0,19.9537,1.5123,6,0
870,23.90476088,-0.277930822,0.3859,0.0465,6,0,0.13,0.0187,6,0,0.369,0.0247,6,0,15.8122,1.0389,6,0
871,23.95472044,0.149764765,39.1322,2.1766,6,0,,,,,,,,,1759.3835,78.8863,6,0
872,23.95604945,-0.113561957,0.1927,0.0104,6,0,0.0408,0.0057,6,0,0.2229,0.0205,6,0,9.9104,0.9553,6,0
873,23.98676325,-0.089063939,1.2642,0.0823,6,0,0.566,0.0324,6,0,4.217,0.0913,6,0,83.1906,2.8678,6,0
874,24.02501567,0.196663881,0.6005,0.0291,6,0,0.1298,0.021,6,0,0.9296,0.0529,6,0,45.1598,10.1147,6,0
875,24.04308346,0.204289582,1.7184,0.0669,6,0,0.4724,0.0266,6,0,1.5078,0.0603,6,0,56.9511,1.8689,6,0
876,24.07377401,-0.041262528,0.0895,0.0062,6,0,0.0384,0.0038,6,0,0.1431,0.0068,6,0,2.0705,0.1431,6,0
877,24.09377345,0.456001956,1.8952,0.3126,6,0,0.9519,0.0407,6,0,4.1977,0.0993,6,0,47.0588,2.4483,6,0
878,24.13110233,0.12239116,0.6622,0.1006,6,0,0.2512,0.0228,6,0,4.1271,0.2679,6,0,33.8529,4.3182,6,0
879,24.13500358,-0.10562243,0.2711,0.0388,6,0,0.0937,0.0129,6,0,0.4169,0.0319,6,0,13.9819,0.9792,6,0
880,24.15252458,-0.009961998,1.0854,0.352,6,0,0.3657,0.0904,6,0,2.2639,0.6579,6,0,72.4755,17.8095,6,0
881,24.15372742,0.163371641,2.4922,0.377,6,0,0.8696,0.0329,6,0,6.1543,0.1263,6,0,88.8058,2.5938,6,0
882,24.16472428,0.459691379,0.3174,0.0181,6,0,0.099,0.0087,6,0,0.4995,0.02,6,0,15.4033,0.548,6,0
883,24.17533784,0.398832486,2.4611,0.083,6,0,0.7521,0.0478,6,0,3.4025,0.0626,6,0,59.8384,3.0892,6,0
884,24.22125801,-0.042151803,1.2033,0.1914,6,0,0.4967,0.036,6,0,3.7126,0.1731,6,0,53.1115,3.3094,6,0
885,24.29547896,-0.152543435,0.2587,0.0993,6,0,0.0267,0.0041,6,0,0.8073,0.058,6,0,23.8473,0.985,6,0
886,24.32537256,-0.007249118,0.2682,0.0736,6,0,0.0528,0.007,6,0,0.214,0.019,6,0,7.3955,0.3144,6,0
887,24.35025041,0.218000394,0.8372,0.0405,6,0,0.2285,0.0243,6,0,0.9284,0.044,6,0,31.1691,2.0424,6,0
888,24.37523255,0.152458831,0.5043,0.0474,6,0,0.1204,0.008,6,0,0.3058,0.0223,6,0,20.227,0.5785,6,0
889,24.392702,0.029986317,3.8417,0.0505,6,0,0.4821,0.0859,6,0,2.6878,0.1775,6,0,-0.1023,0.1882,6,0
890,24.39743751,-0.188523059,13.5167,0.2085,6,0,3.105,0.097,6,0,,,,,357.6453,5.1725,6,0
891,24.40986652,-0.328435106,0.081,0.0182,6,0,0.013,0.0008,6,0,0.0616,0.0175,6,0,1.3558,0.3088,6,0
892,24.44266611,-0.22880279,3.6564,0.2556,6,0,0.7993,0.1265,6,0,6.0019,0.6749,6,0,118.6644,14.3073,6,0
893,24.46804658,0.490797601,36.5418,2.8092,6,0,,,,,,,,,591.8392,172.3856,6,0
894,24.47365412,0.489824951,9.4453,4.6606,6,0,,,,,,,,,312.2707,66.6934,6,0
895,24.47604961,0.481156384,2.9535,0.4589,6,0,,,,,,,,,51.2469,10.4052,6,0
896,24.4966093,-0.041870435,1.4845,0.3119,6,0,0.4423,0.1088,6,0,,,,,31.2101,49.3337,6,0
897,24.49935859,-0.038261963,1.9851,0.6454,6,0,1.3827,0.2189,6,0,,,,,-20.5266,24.7141,6,0
898,24.50693898,-0.222076648,7.2685,0.4593,6,0,,,,,,,,,327.0308,11.5894,6,0
899,24.53874476,-0.248008311,0.397,0.0164,6,0,0.0436,0.0048,6,0,0.7158,0.0293,6,0,16.1051,1.0491,6,0
900,24.54284268,-0.131891151,0.6351,0.1083,6,0,0.1216,0.0171,6,0,0.5989,0.0659,6,0,26.0518,3.5854,6,0
901,24.54554636,-0.244765107,0.4445,0.0385,6,0,0.0437,0.0054,6,0,1.6856,0.1831,6,0,30.1842,3.1693,6,0
902,24.55015931,-0.13140491,0.6834,0.0413,6,0,0.0982,0.0128,6,0,0.6221,0.0631,6,0,28.6689,1.7399,6,0
903,24.55258777,-0.246212272,0.8474,0.1043,6,0,0.2154,0.0169,6,0,2.0762,0.0814,6,0,36.4715,2.955,6,0
904,24.5692376,-0.353107545,0.9518,0.0667,6,0,0.465,0.0191,6,0,1.009,0.0251,6,0,14.5154,0.3961,6,0
905,24.66054021,0.086993634,1.913,0.0172,6,0,0.8056,0.1402,6,0,5.2216,0.3092,6,0,17.3326,0.2381,6,0
906,24.66763561,-0.459935351,0.315,0.0202,6,0,0.2924,0.0218,6,0,6.2132,0.2114,6,0,18.1363,1.6956,6,0
907,24.67690724,-0.155066091,2.98,0.6254,6,0,,,,,,,,,195.497,26.8273,6,0
908,24.7125777,-0.125977082,4.3786,0.2024,6,0,2.3698,0.1978,6,0,,,,,147.3913,8.8569,6,0
909,24.72821076,0.690890111,4.1003,0.4099,6,0,1.3279,0.1802,6,0,4.5808,1.3994,6,0,21.0881,7.3809,6,0
910,24.73112856,0.153662456,1.6097,0.0621,6,0,0.5074,0.0396,6,0,3.9426,0.1461,6,0,87.0148,3.796,6,0
911,24.74576084,-0.207034148,1.1738,0.1779,6,0,1.7429,0.117,6,0,,,,,52.2053,7.556,6,0
912,24.75160938,0.373418789,0.5529,0.0366,6,0,0.1467,0.0137,6,0,0.239,0.0126,6,0,10.0434,0.4705,6,0
913,24.75496108,0.093250493,0.7722,0.1539,6,0,0.1512,0.0173,6,0,2.0232,0.0975,6,0,58.3415,4.3967,6,0
914,24.7806393,0.649170873,0.4318,0.0531,6,0,0.1386,0.0168,6,0,0.2637,0.0244,6,0,7.4628,0.755,6,0
915,24.79791456,0.096892657,4.5651,0.4449,6,0,,,,,,,,,260.6725,35.7035,6,0
916,24.8059245,0.661775271,0.1607,0.0268,6,0,0.0885,0.0056,6,0,0.1148,0.0134,6,0,1.5377,0.1524,6,0
917,24.84406642,-0.026233907,0.682,0.2282,6,0,0.133,0.0418,6,0,0.5143,0.1036,6,0,19.8742,4.4837,6,0
918,24.8471353,-0.023800227,0.2746,0.1244,6,0,0.0734,0.0566,6,0,0.2335,0.1849,6,0,7.5916,4.8957,6,0
919,24.84786579,-0.101702444,0.1669,0.006,6,0,0.0619,0.0072,6,0,0.3745,0.0318,6,0,10.8266,0.8752,6,0
920,24.89436696,0.21498374,0.7533,0.0717,6,0,0.219,0.0269,6,0,0.7544,0.0576,6,0,17.3208,1.9314,6,0
921,24.92378603,0.080067809,2.1371,0.2239,6,0,0.8604,0.0597,6,0,5.1428,0.2044,6,0,179.6605,12.3048,6,0
922,24.95157459,0.413998009,0.1394,0.007,6,0,0.0498,0.0051,6,0,0.093,0.01,6,0,4.9911,0.1751,6,0
923,24.96526356,0.253480016,0.7255,0.0511,6,0,0.2235,0.0144,6,0,0.4227,0.0189,6,0,13.5581,0.6118,6,0
924,25.0578091,-0.908662689,0.3043,0.1621,6,0,0.0054,0.0137,6,0,0.2028,0.0168,6,0,2.4542,0.2512,6,0
925,25.14017939,0.165670683,0.1219,0.0041,6,0,0.0142,0.0013,6,0,0.0363,0.0013,6,0,2.0039,0.2202,6,0
926,25.14559978,0.169791596,0.2174,0.0272,6,0,0.0508,0.0059,6,0,0.116,0.0086,6,0,4.9397,0.4617,6,0
927,25.15336787,0.060265757,0.4833,0.1825,6,0,0.3804,0.0427,6,0,2.7361,0.2761,6,0,-5.5786,3.0796,6,0
928,25.15534236,0.758465357,1.0899,0.0262,6,0,0.4673,0.0147,6,0,1.072,0.0086,6,0,12.3334,0.3555,6,0
929,25.15756962,0.088717724,0.9858,0.0519,6,0,0.1631,0.022,6,0,1.6935,0.0894,6,0,33.2552,3.0112,6,0
930,25.18106391,0.137386007,1.3542,0.0553,6,0,0.4207,0.0575,6,0,1.1119,0.1127,6,0,36.1233,3.5336,6,0
931,25.22949764,0.098655274,1.138,0.1292,6,0,0.1198,0.0279,6,0,1.3157,0.145,6,0,19.6557,0.8758,6,0
932,25.26466084,-0.439453222,3.7818,0.0869,6,0,1.1916,0.1051,6,0,5.6257,0.141,6,0,65.0107,1.54,6,0
933,25.30575521,0.53122598,2.4504,0.1327,6,0,1.115,0.0305,6,0,8.6809,0.0578,6,0,99.3787,2.0726,6,0
934,25.3268709,-0.03948994,0.2906,0.011,6,0,0.0926,0.0124,6,0,0.2695,0.021,6,0,5.3585,0.3218,6,0
935,25.33290664,-1.030334932,4.1484,0.1465,6,0,0.9712,0.1762,6,0,2.3532,0.1987,6,0,0.4462,0.0574,6,0
936,25.38111742,-0.181368872,68.5459,6.7481,6,0,,,,,,,,,2375.6013,207.63,6,0
937,25.3825677,-0.377287468,0.5448,0.057,6,0,0.1637,0.0203,6,0,0.7298,0.1516,6,0,10.4783,1.0131,6,0
938,25.39557896,0.033187557,2.8552,0.3169,6,0,1.0305,0.0799,6,0,,,,,481.2246,11.9291,6,0
939,25.39674905,-0.139441886,20.5631,1.8757,6,0,,,,,,,,,2630.9218,169.4793,6,0
940,25.39726996,-0.032241597,1.2664,0.1577,6,0,0.3749,0.0554,6,0,1.6066,0.1813,6,0,33.7069,0.9402,6,0
941,25.40117017,0.022174029,0.2754,0.3347,6,0,0.2974,0.0781,6,0,4.452,0.4126,4,0,34.6312,3.3167,6,0
942,25.43952428,0.021417617,0.4529,0.0241,6,0,0.1439,0.0139,6,0,1.6511,0.108,6,0,24.1896,1.3267,6,0
943,25.46023061,-0.209564737,3.2737,0.1355,6,0,0.954,0.0785,6,0,,,,,187.7523,12.2621,6,0
944,25.46097608,-0.033923982,1.2604,0.135,6,0,0.4875,0.0353,6,0,2.3371,0.1293,6,0,38.9011,1.4832,6,0
945,25.46382302,-0.158497281,2.0941,0.18,6,0,0.7499,0.0359,6,0,3.1489,0.0814,6,0,48.4165,1.8869,6,0
946,25.49469711,-0.299437079,2.1399,0.0944,7,0,1.0231,0.0371,7,0,,,,,86.8749,1.6769,7,0
947,25.51758644,0.096105351,0.956,0.0538,6,0,0.2524,0.0194,6,0,1.3989,0.0639,6,0,22.4099,1.1138,6,0
948,25.55454265,0.232743035,0.4632,0.0551,6,0,0.1484,0.0193,6,0,0.7613,0.0398,6,0,27.5829,2.2243,6,0
949,25.62725674,-0.106834513,1.0823,0.0156,5,0,0.2408,0.022,5,0,0.423,0.0303,5,0,23.5602,1.6967,5,0
950,25.65710016,-0.153841816,0.2411,0.0447,5,0,0.0628,0.0059,5,0,0.1065,0.0143,5,0,2.9279,0.1538,5,0
951,25.66116493,-0.016925496,0.8101,0.0302,5,0,0.2601,0.0212,5,0,2.5409,0.0762,5,0,28.6482,1.3269,5,0
952,25.71557034,0.048425005,2.6752,0.1575,5,0,0.5442,0.1233,5,0,,,,,147.3567,5.3598,5,0
953,25.71941899,-0.202565927,0.228,0.0323,5,0,0.0843,0.0095,5,0,0.2099,0.0239,5,0,2.0718,0.2122,5,0
954,25.75219714,0.156299838,0.333,0.0143,5,0,0.0659,0.014,5,0,0.2147,0.0183,5,0,5.4195,0.5721,5,0
955,25.76399646,0.268520706,0.4677,0.038,5,0,0.1264,0.0144,5,0,0.8795,0.0666,5,0,7.1813,0.4588,5,0
956,25.79552253,0.241282089,9.0482,0.2181,5,0,0.7763,0.1262,5,0,,,,,281.8842,10.0865,5,0
957,25.82046973,-0.185881606,0.7031,0.1042,5,0,0.2487,0.033,5,0,0.9032,0.0853,5,0,19.2364,2.9489,5,0
958,25.82864277,0.398155469,0.1449,0.0247,5,0,0.1085,0.0164,5,0,1.9915,0.0863,5,0,12.6237,0.6255,5,0
959,25.87915587,-0.07329058,0.8334,0.1558,5,0,0.0937,0.037,5,0,0.4439,0.1238,5,0,14.4284,1.1517,5,0
960,25.88257183,-0.151910286,0.5579,0.0297,5,0,0.1589,0.0196,5,0,0.2521,0.0246,5,0,8.7214,0.8169,5,0
961,25.91646538,-0.136834898,0.5137,0.1281,5,0,0.0864,0.0236,5,0,0.2687,0.072,5,0,8.0629,1.3048,5,0
962,26.05512226,0.542515279,0.5239,0.0506,5,0,0.3895,0.0477,5,0,3.6388,0.2165,5,0,20.9628,2.0045,5,0
963,26.09023218,-0.229247116,4.9574,0.0908,5,0,0.5944,0.1771,5,0,3.2632,0.4731,5,0,0.5455,0.0209,5,0
964,26.09074654,-0.056651815,0.6952,0.0489,5,0,0.2262,0.0208,5,0,4.4039,0.2498,5,0,109.2052,4.766,5,0
965,26.10949188,-0.093474706,0.4137,0.086,5,0,0.2421,0.0338,5,0,4.2994,0.3617,5,0,132.9845,11.4893,5,0
966,26.15413245,0.32027184,0.6288,0.0476,5,0,0.1843,0.025,5,0,0.6426,0.0453,5,0,24.5763,2.4114,5,0
967,26.1921318,-0.18232263,1.2178,0.1823,5,0,0.4733,0.0701,5,0,1.0849,0.1034,5,0,21.8419,2.5471,5,0
968,26.22159487,-0.209394799,1.5794,0.0392,5,0,0.4363,0.064,5,0,1.0022,0.0627,5,0,28.8592,1.8825,5,0
969,26.25964055,0.28650581,0.4374,0.055,5,0,0.0986,0.0174,5,0,0.3496,0.048,5,0,8.6654,1.0794,5,0
970,26.27415875,0.307689648,0.7568,0.006,5,0,0.1523,0.022,5,0,0.4544,0.0517,5,0,12.4422,1.0516,5,0
971,26.27478232,-0.19317516,0.183,0.0262,5,0,0.0522,0.0064,5,0,0.3073,0.0236,5,0,7.908,0.329,5,0
972,26.27706625,0.312638441,0.1961,0.0206,5,0,0.0336,0.004,5,0,0.2352,0.0086,5,0,4.4264,0.3799,5,0
973,26.28575576,0.144095343,0.6907,0.0717,5,0,0.1243,0.0073,5,0,0.5967,0.0289,5,0,17.6969,0.8632,5,0
974,26.29586452,0.064882588,0.8094,0.1049,5,0,0.2048,0.047,5,0,0.2915,0.0514,5,0,22.9954,4.5041,5,0
975,26.32077159,0.132202921,0.5288,0.039,5,0,0.1031,0.0043,5,0,0.8706,0.0287,4,0,17.2547,0.8429,5,0
976,26.42937499,0.725558314,1.4014,0.0441,5,0,0.5323,0.0622,5,0,1.2751,0.0885,5,0,21.0349,2.5373,5,0
977,26.47810672,-0.638515136,0.7776,0.1578,5,0,0.2127,0.0801,5,0,0.3345,0.0412,5,0,8.9035,1.4196,5,0
978,26.51129276,0.284263869,0.5928,0.0289,5,0,0.1634,0.0496,5,0,,,,,430.5439,296.0338,5,0
979,26.52499996,-0.266009194,1.6653,0.3418,5,0,0.5713,0.1732,5,0,3.6871,0.9196,5,0,41.431,13.4499,5,0
980,26.54233673,-0.289002008,1.3527,0.0831,5,0,0.4179,0.0332,5,0,2.2562,0.1055,5,0,34.2308,1.3971,5,0
981,26.54369796,0.414506249,8.8311,1.0911,5,0,,,,,,,,,415.7566,40.3969,5,0
982,26.55311026,-0.30993694,2.1863,0.212,5,0,0.6315,0.1122,5,0,2.8705,0.1939,5,0,80.8084,5.5829,5,0
983,26.60840407,-0.211746892,1.5364,0.1057,5,0,1.1535,0.0671,5,0,,,,,180.6147,5.4301,5,0
984,26.64581912,0.01891643,2.1444,1.268,5,0,1.8866,0.3673,5,0,13.3931,2.0767,5,0,141.6698,24.7883,5,0
985,26.6592823,0.787012954,0.1625,0.011,5,0,0.0597,0.0085,5,0,0.1378,0.0113,5,0,1.9449,0.2461,5,0
986,26.66481888,-0.095769522,0.2148,0.0117,5,0,0.0384,0.0048,5,0,0.1005,0.0099,5,0,3.9206,0.1818,5,0
987,26.69448984,0.088140328,0.1656,0.0496,5,0,0.0278,0.0089,5,0,0.3419,0.0359,5,0,8.4758,0.7114,5,0
988,26.72058376,0.173765089,0.9242,0.1817,5,0,0.5035,0.0762,5,0,1.7956,0.1951,5,0,49.344,5.2992,5,0
989,26.72138873,0.310383907,0.3308,0.0667,5,0,0.1305,0.0199,5,0,0.4589,0.0448,5,0,9.5542,1.1244,5,0
990,26.78391807,0.795738712,0.2264,0.0174,5,0,0.0764,0.0052,5,0,0.4156,0.0123,5,0,10.2489,0.4113,5,0
991,26.81691923,0.238905464,0.4979,0.1616,5,0,0.1164,0.0165,5,0,0.8842,0.09,5,0,16.0947,1.7118,5,0
992,26.82343771,0.388497221,0.8058,0.012,5,0,0.2293,0.0237,5,0,1.242,0.0595,5,0,21.8058,1.4485,5,0
993,26.84573122,0.179928265,0.3112,0.0379,5,0,0.0254,0.003,5,0,0.2304,0.011,5,0,4.4051,0.1008,5,0
994,26.86463128,0.280749024,0.284,0.0267,5,0,0.0779,0.0118,5,0,0.5468,0.0364,5,0,7.5089,0.2986,5,0
995,26.88413034,0.085455812,0.3024,0.0189,5,0,0.0687,0.0072,5,0,0.1014,0.0177,5,0,5.2042,0.1653,5,0
996,26.89909327,-0.124260004,0.3497,0.0266,5,0,0.1207,0.0134,5,0,0.1648,0.0173,5,0,6.5383,0.4277,5,0
997,26.90982137,0.098395824,0.5186,0.0421,5,0,0.0598,0.0128,5,0,0.4448,0.0357,5,0,11.383,0.2865,5,0
998,26.91931077,0.33935659,0.1268,0.0074,5,0,0.0362,0.0021,5,0,0.0677,0.003,5,0,2.0453,0.0863,5,0
999,26.93292083,-0.116458632,0.3311,0.0619,5,0,0.1219,0.0154,5,0,0.1034,0.0069,5,0,4.0816,0.3862,5,0
1000,26.9542523,-0.065628459,5.3619,0.0842,7,0,0.6633,0.0684,7,0,3.557,0.5782,7,0,1.2353,0.0788,7,0
1001,26.96570265,-0.357345483,0.7028,0.0623,7,0,0.3539,0.0175,7,0,1.6954,0.0708,7,0,28.6451,1.2554,7,0
1002,26.96997941,0.456001717,0.101,0.0365,7,0,0.0368,0.0103,7,0,0.091,0.0232,7,0,4.7957,1.0535,7,0
1003,26.98268747,-0.311959558,0.2803,0.039,7,0,0.0741,0.0171,7,0,0.447,0.0718,7,0,14.4047,0.9574,7,0
1004,27.00963778,-0.038658324,0.1255,0.0131,6,0,0.0361,0.008,6,0,0.7732,0.1052,6,0,27.8788,2.5391,6,0
1005,27.01279557,0.457935328,0.085,0.0485,6,0,0.0164,0.0089,6,0,0.0636,0.0247,6,0,2.5856,0.2672,6,0
1006,27.01419232,0.455079646,0.0134,0.012,6,0,0.0034,0.0013,6,0,0.0256,0.0069,6,0,1.4567,0.4472,6,0
1007,27.0869635,0.372932931,0.4394,0.0197,6,0,0.125,0.0214,6,0,0.461,0.0419,6,0,10.3327,0.6795,6,0
1008,27.08864922,0.509172414,0.153,0.0246,6,0,0.0646,0.0117,6,0,0.0762,0.0148,6,0,3.5826,0.4652,6,0
1009,27.11742957,0.005869919,0.2756,0.0489,6,0,0.1027,0.0209,6,0,0.1638,0.0292,6,0,4.7589,0.3288,6,0
1010,27.17436327,-0.008185191,3.1634,0.3859,6,0,0.7483,0.0979,6,0,4.4347,0.357,6,0,99.1787,4.8914,6,0
1011,27.17761021,0.270621707,0.3486,0.0517,6,0,0.1252,0.0227,6,0,0.398,0.0556,6,0,12.0278,0.8165,6,0
1012,27.1853838,-0.081236675,1.4671,0.2575,6,0,1.0692,0.1716,6,0,,,,,636.3074,22.8789,6,0
1013,27.19272913,-0.135793124,0.5251,0.0692,6,0,0.1337,0.0227,6,0,1.576,0.1644,6,0,30.5545,0.873,6,0
1014,27.26948833,0.149017768,1.0728,0.1886,6,0,0.3695,0.034,6,0,3.508,0.2194,3,0,71.3896,3.928,6,0
1015,27.27996133,0.144675912,1.7946,0.1742,6,0,0.7848,0.1507,6,0,,,,,152.6687,15.3494,6,0
1016,27.33900083,0.021029461,0.6886,0.0777,6,0,0.173,0.0321,6,0,0.5324,0.0594,6,0,17.3178,1.6722,6,0
1017,27.36532684,-0.16371055,5.4051,1.0769,6,0,2.2926,0.3807,6,0,15.5256,2.2151,6,0,487.9166,49.4565,6,0
1018,27.43358207,1.008638791,0.1552,0.0257,6,0,0.0781,0.016,6,0,0.2997,0.0411,6,0,5.3195,0.8161,6,0
1019,27.47171065,0.317547255,0.1449,0.0257,6,0,0.0376,0.0151,6,0,0.0651,0.0227,6,0,2.126,0.5577,6,0
1020,27.48320203,0.132958134,1.3214,0.1402,6,0,0.2486,0.0403,6,0,1.6246,0.1991,6,0,42.8513,2.3403,6,0
1021,27.49210926,0.190255067,2.7813,0.3587,6,0,0.6255,0.1282,6,0,,,,,136.8548,24.2406,6,0
1022,27.54595189,0.083301247,0.098,0.0077,6,0,0.0137,0.0036,6,0,0.08,0.0074,6,0,2.3894,0.2205,6,0
1023,27.56209334,0.083116501,0.9545,0.079,6,0,0.3604,0.0472,6,0,5.3233,0.4148,6,0,102.1272,6.4704,6,0
1024,27.56440675,0.09003476,0.3926,0.0756,6,0,0.0494,0.0117,6,0,0.9899,0.2681,6,0,21.4142,7.9965,6,0
1025,27.60041096,0.11776889,0.1863,0.0196,6,0,0.0541,0.015,6,0,0.5412,0.0722,6,0,10.6331,1.2539,6,0
1026,27.6113732,0.028357625,0.6489,0.116,6,0,0.175,0.0407,6,0,1.3304,0.2532,6,0,28.4644,7.3089,6,0
1027,27.65366989,0.098370338,0.5209,0.1098,6,0,0.0479,0.0116,6,0,0.2722,0.0859,6,0,10.3883,0.6939,6,0
1028,27.70472623,0.10459634,0.0368,0.0141,6,0,0.013,0.0021,6,0,0.0987,0.0125,6,0,1.2528,0.0851,6,0
1029,27.74246753,-0.230902071,0.441,0.0445,6,0,0.119,0.0202,6,0,0.5916,0.0832,6,0,6.4925,0.7084,6,0
1030,27.78335411,0.056969142,2.1084,0.2916,6,0,0.8161,0.1396,6,0,6.9798,0.6403,6,0,126.6185,12.0512,6,0
1031,27.78707986,-0.274891573,0.7142,0.1161,6,0,0.1709,0.0387,6,0,0.4174,0.0772,6,0,6.3204,1.4209,6,0
1032,27.81601491,0.800969034,0.0497,0.003,5,0,0.0189,0.0044,5,0,0.0293,0.0051,5,0,0.2682,0.0868,5,0
1033,27.83636746,0.077222796,0.1454,0.0444,6,0,0.0965,0.019,6,0,1.4478,0.1925,6,0,5.4551,2.3508,6,0
1034,27.8565238,-0.243239206,0.7398,0.1479,6,0,0.2514,0.0895,6,0,4.3016,0.832,6,0,22.2215,5.0097,6,0
1035,27.87899162,0.204214493,0.5399,0.1255,6,0,0.1533,0.0436,6,0,0.3093,0.0727,6,0,14.0281,3.0782,6,0
1036,27.90382031,-0.00935379,3.947,0.9328,6,0,1.1958,0.3212,6,0,7.2072,1.3228,6,0,155.4844,33.5815,6,0
1037,27.92212753,-0.032474097,3.3724,0.4292,6,0,1.0373,0.2258,6,0,1.886,0.3159,6,0,50.9072,6.8735,6,0
1038,27.93361356,0.206505537,0.9013,0.1023,6,0,0.4723,0.0858,6,0,7.8471,1.3065,6,0,169.3305,21.3228,6,0
1039,27.94822452,0.174284428,0.1866,0.0901,6,0,0.0176,0.0052,6,0,0.0291,0.0075,6,0,1.9474,0.2236,6,0
1040,27.95887193,-0.434526475,1.2772,0.315,6,0,0.3184,0.0937,6,0,0.5187,0.1418,6,0,16.2221,2.9609,6,0
1041,27.97750146,0.078104628,4.6426,1.067,6,0,1.6278,0.2799,6,0,,,,,227.6904,27.1356,6,0
1042,28.04771252,-0.114934511,0.1341,0.0252,6,0,0.041,0.0081,6,0,0.096,0.0174,6,0,4.7392,0.6088,6,0
1043,28.13951748,0.32803972,0.6571,0.0996,6,0,0.2424,0.0533,6,0,0.935,0.1285,6,0,15.5428,0.8415,6,0
1044,28.14509102,0.001286883,1.3021,0.2399,6,0,0.1995,0.0367,6,0,1.2955,0.3042,6,0,36.1244,9.0886,6,0
1045,28.15872591,-0.045348515,3.1166,0.4634,6,0,0.8469,0.1473,6,0,2.1949,0.3555,6,0,76.6024,11.1166,6,0
1046,28.16163225,-0.164031459,0.2654,0.0759,6,0,0.1042,0.0216,6,0,1.3195,0.1954,6,0,6.8407,1.4573,6,0
1047,28.19414866,-0.368666589,0.536,0.0764,6,0,0.1433,0.0241,6,0,0.1881,0.0313,6,0,8.1022,0.8784,6,0
1048,28.19483515,0.083902156,0.1837,0.0164,6,0,0.0678,0.0107,6,0,0.2961,0.0296,6,0,1.9559,0.1548,6,0
1049,28.2214252,0.356914353,0.6707,0.1092,6,0,0.1172,0.0213,6,0,0.4408,0.1038,6,0,4.9906,1.0238,6,0
1050,28.24605204,0.013210925,6.2562,0.8754,6,0,1.8473,0.2516,6,0,,,,,340.054,14.9179,6,0
1051,28.28688884,-0.363985123,25.726,1.6721,6,0,,,,,,,,,1156.4808,140.9532,6,0
1052,28.30417046,-0.387630527,1.4481,0.3367,6,0,,,,,,,,,299.0443,14.2122,6,0
1053,28.31402141,-0.3088795,0.2252,0.0236,6,0,0.0413,0.0047,6,0,0.1221,0.0117,6,0,4.3086,0.3966,6,0
1054,28.32415819,-0.266189668,0.3928,0.0829,6,0,0.0923,0.0189,6,0,0.1099,0.0231,6,0,10.6161,1.6201,6,0
